年份,院校名称,专业组代码,专业组名称,专业列表,投档分数,投档排位
2022,江苏理工学院,45601,江苏理工(01),"物联网工程, 环境工程",428,32061
2022,江苏理工学院,45602,江苏理工(02),"金融学, 会计学",450,28095
2022,江苏理工学院,45603,江苏理工(03),机械设计制造及其自动化(中外合作办学),443,29402
2022,江苏海洋大学,45701,江苏海大(01),"数学与应用数学, 电子信息工程, 自动化, 土木工程, 安全工程",449,28286
2022,江苏海洋大学,45702,江苏海大(02),"汉语言文学, 日语, 新闻学, 工商管理, 会计学",426,32393
2022,南京特殊教育师范学院,45801,南京特师(01),"数学与应用数学(师范类), 软件工程, 数据科学与大数据技术, 听力与言语康复学",447,28679
2022,南京特殊教育师范学院,45802,南京特师(02),"学前教育(师范类), 小学教育(师范类), 特殊教育(师范类), 教育康复学(师范类), 孤独症儿童教育(师范类), 汉语言文学(师范类), 手语翻译, 英语(师范类), 财务管理, 公共事业管理, 无障碍管理",415,34179
2022,南通理工学院,45901,南通理工(01),"数字经济, 金融工程, 工程造价, 标准化工程",402,36115
2022,南通理工学院,45902,南通理工(02),"市场营销, 财务管理, 酒店管理",400,36413
2022,东南大学成贤学院,46001,东南成贤(01),交通工程,412,34643
2022,东南大学成贤学院,46002,东南成贤(02),"税收学, 市场营销, 会计学, 财务管理, 供应链管理, 电子商务",420,33357
2022,无锡太湖学院,46101,太湖学院(01),"金融学, 国际经济与贸易, 英语, 工商管理, 市场营销, 会计学, 财务管理, 人力资源管理, 审计学",400,36413
2022,南京理工大学紫金学院,46201,南理紫金(01),"电气工程及其自动化, 通信工程, 人工智能, 软件工程",410,34946
2022,南京理工大学紫金学院,46202,南理紫金(02),"金融学, 国际经济与贸易, 英语, 会计学, 公共事业管理",400,36413
2022,南京航空航天大学金城学院,46301,南航金城(01),"人工智能, 机器人工程",402,36115
2022,南京传媒学院,46401,南京传媒(01),"新闻传播学类, 时尚传播, 国际新闻与传播, 文化产业管理, 跨境电子商务, 电影学, 戏剧影视文学, 广播电视编导",455,27129
2022,南京师范大学泰州学院,46501,南师泰州(01),"数学与应用数学(师范类), 计算机科学与技术, 数据科学与大数据技术",421,33176
2022,南京师范大学泰州学院,46502,南师泰州(02),"国际经济与贸易, 法学, 小学教育(师范类), 汉语言文学(师范类), 汉语言文学, 英语(师范类), 英语, 财务管理, 行政管理",406,35561
2022,南京工业大学浦江学院,46601,南工浦江(01),"电气工程及其自动化, 自动化, 计算机科学与技术, 建筑环境与能源应用工程, 给排水科学与工程, 交通工程",402,36115
2022,南京工业大学浦江学院,46602,南工浦江(02),"建筑学, 工程管理",400,36413
2022,南京工业大学浦江学院,46603,南工浦江(03),"工商管理, 市场营销, 财务管理, 慈善管理, 酒店管理",402,36115
2022,南京医科大学康达学院,46701,南医康达(01),"医学信息工程, 临床医学, 预防医学, 药学, 卫生检验与检疫",426,32393
2022,无锡学院,46901,无锡学院(01),"大气科学, 电气工程及其自动化, 电子科学与技术, 计算机科学与技术, 网络工程, 物联网工程, 环境科学与工程",420,33357
2022,无锡学院,46902,无锡学院(02),"国际经济与贸易, 法学, 会计学, 财务管理",442,29590
2022,苏州城市学院,47001,苏州城院(01),"机械工程, 物联网工程",441,29768
2022,苏州城市学院,47002,苏州城院(02),"法学, 日语, 会计学",418,33700
2022,苏州大学应用技术学院,47101,苏大应用(01),"投资学, 国际经济与贸易, 广告学, 市场营销, 物流管理, 电子商务",411,34813
2022,江苏大学京江学院,47301,江大京江(01),"英语, 会计学",407,35422
2022,南京邮电大学通达学院,47401,南邮通达(01),"金融工程, 大数据管理与应用",437,30533
2022,江苏科技大学苏州理工学院,47501,江科苏理(01),"计算机科学与技术, 船舶与海洋工程",400,36413
2022,江苏科技大学苏州理工学院,47502,江科苏理(02),"英语, 物流管理",425,32560
2022,南通大学杏林学院,47601,南通杏林(01),"英语, 日语, 人力资源管理",402,36115
2022,南京审计大学金审学院,47701,南审金审(01),"计算机科学与技术, 信息安全",400,36413
2022,西交利物浦大学,47801,西浦大学(01),"数学类(中外合作办学)(“2+2 模式), 生物科学类(中外合作办学), 电子信息类(中外合作办学)",527,11799
2022,西交利物浦大学,47802,西浦大学(02),金融学类(中外合作办学),522,12862
2022,西交利物浦大学,47803,西浦大学(03),"外国语言文学类(中外合作办学), 工商管理类(中外合作办学)",531,10944
2022,徐州医科大学,47901,徐州医大(01),"临床医学, 麻醉学, 药学",502,17148
2022,南京艺术学院,48001,南京艺术(01),智能交互设计,498,18013
2022,南京晓庄学院,48101,南京晓庄(01),"学前教育(师范类), 小学教育(师范类), 商务英语",516,14159
2022,浙江大学,49101,浙江大学(01),"工科试验班(信息), 工科试验班(竺可桢学院图灵班), 理科试验班类, 人工智能(荣誉项目班)",580,2335
2022,浙江大学,49102,浙江大学(02),"社会科学试验班(竺可桢学院人文社科实验班), 社会科学试验班, 社会科学试验班(智能财务荣誉项目班)",580,2335
2022,杭州电子科技大学,49201,杭州电子(01),"工业设计, 材料科学与工程, 电子信息类(通信学院), 计算机类",488,20201
2022,杭州电子科技大学,49202,杭州电子(02),"经济学类, 金融学, 社会学, 汉语国际教育, 英语, 德语",523,12620
2022,浙江工业大学,49301,浙江工大(01),"工业设计, 计算机类",520,13286
2022,浙江工业大学,49302,浙江工大(02),"金融学, 国际经济与贸易, 法学",510,15437
2022,浙江工业大学,49303,浙江工大(03),建筑类,506,16282
2022,浙江工业大学,49304,浙江工大(04),软件工程(中外合作办学),507,16074
2022,浙江理工大学,49401,浙江理工(01),"生物科学类, 材料类, 纺织类",488,20201
2022,浙江理工大学,49402,浙江理工(02),服装设计与工程,478,22368
2022,浙江理工大学,49403,浙江理工(03),"经济与贸易类, 工商管理类, 行政管理",489,19963
2022,浙江海洋大学,49501,浙江海洋(01),"生物科学, 电气工程及其自动化, 电子信息工程, 机器人工程, 数据科学与大数据技术, 船舶与海洋工程, 食品科学与工程, 药学",428,32061
2022,浙江农林大学,49601,浙江农林(01),"应用化学, 应用统计学, 高分子材料与工程, 环境科学与工程, 食品科学与工程, 食品质量与安全, 生物制药, 动物科学, 动物医学",469,24227
2022,浙江农林大学,49602,浙江农林(02),"国际经济与贸易, 城乡规划, 风景园林, 文化产业管理(茶文化方向)",476,22804
2022,温州医科大学,49701,温州医大(01),"基础医学(周健创新班), 临床医学(5+3一体化), 临床医学(检验医师培养试验班), 临床医学(新医科交大医学班), 临床医学, 临床医学(5+3一体化,儿科学方向), 眼视光医学(5+3一体化), 眼视光医学, 精神医学, 儿科学, 口腔医学",526,12030
2022,温州医科大学,49702,温州医大(02),临床医学(中外合作办学),561,5036
2022,浙江师范大学,49801,浙江师大(01),"科学教育(师范类), 数学与应用数学(师范类), 工业设计, 智能制造工程, 光电信息科学与工程, 机器人工程, 计算机类〔含计算机科学与技术(师范)、计算机科学与技术(非师范)、软件工程、智能科学与技术专业〕, 交通运输, 环境科学与工程, 药学",496,18448
2022,浙江师范大学,49802,浙江师大(02),"日语, 工商管理类",504,16713
2022,浙江师范大学,49803,浙江师大(03),小学教育(中外合作办学)(师范类),510,15437
2022,杭州师范大学,49901,杭州师大(01),"统计学, 数据科学与大数据技术",481,21726
2022,杭州师范大学,49902,杭州师大(02),"数字经济, 金融工程, 教育技术学(师范类), 大数据管理与应用, 电子商务(数字商务创新实验班)",485,20849
2022,杭州师范大学,49903,杭州师大(03),"经济学, 法学, 知识产权, 社会工作, 日语, 国际商务, 公共事业管理(卫生事业管理方向), 行政管理, 健康服务与管理",475,23018
2022,湖州师范学院,50001,湖州师范(01),"电子信息工程, 计算机科学与技术, 数据科学与大数据技术, 制药工程, 生物工程",449,28286
2022,湖州师范学院,50002,湖州师范(02),"临床医学, 口腔医学",426,32393
2022,湖州师范学院,50003,湖州师范(03),"金融工程, 建筑学",484,21082
2022,湖州师范学院,50004,湖州师范(04),护理学,442,29590
2022,湖州师范学院,50005,湖州师范(05),"知识产权, 学前教育(师范类), 小学教育(师范类), 英语(师范类), 俄语, 新闻学, 财务管理, 电子商务",469,24227
2022,浙江工商大学,50101,浙江工商(01),"电子信息类, 计算机类, 食品科学与工程类",493,19101
2022,浙江工商大学,50102,浙江工商(02),"法学类, 汉语言文学, 法语, 阿拉伯语, 新闻传播学类, 旅游管理类",501,17355
2022,嘉兴大学,50201,嘉兴学院(01),"机械设计制造及其自动化, 工业设计, 通信工程, 计算机科学与技术, 软件工程, 网络工程, 数据科学与大数据技术, 土木工程, 建筑环境与能源应用工程",444,29210
2022,嘉兴大学,50202,嘉兴学院(02),"金融学, 国际经济与贸易, 日语, 市场营销, 财务管理, 人力资源管理",419,33538
2022,中国计量大学,50301,中国计量(01),"数学与应用数学, 应用物理学, 机械设计制造及其自动化, 机械电子工程, 工业设计, 测控技术与仪器, 智能感知工程, 能源与动力工程, 电气工程及其自动化, 电子信息工程, 电子科学与技术, 通信工程, 微电子科学与工程, 光电信息科学与工程, 人工智能, 自动化, 计算机科学与技术, 数据科学与大数据技术, 食品质量与安全, 生物工程, 药学, 卫生检验与检疫",464,25254
2022,中国计量大学,50302,中国计量(02),"信息管理与信息系统, 工业工程, 标准化工程, 质量管理工程",472,23636
2022,浙江财经大学,50401,浙江财大(01),"应用统计学, 计算机类",496,18448
2022,浙江财经大学,50402,浙江财大(02),"数字经济, 金融工程, 金融数学, 工程管理",479,22159
2022,浙江财经大学,50403,浙江财大(03),"经济学, 财政学类, 金融学(智能金融强基班), 金融学, 投资学, 国际经济与贸易(数字贸易方向), 法学(数智法学拔尖班), 法学, 社会工作, 外国语言文学类, 城乡规划, 工商管理类, 会计学(数智会计拔尖班), 会计学, 财务管理, 审计学, 公共管理类, 电子商务",488,20201
2022,浙江财经大学,50404,浙江财大(04),"金融学(中外合作办学), 市场营销(中外合作办学), 会计学(中外合作办学)",489,19963
2022,宁波大学,50501,宁波大学(01),人文地理与城乡规划(中外合作办学),515,14379
2022,宁波大学,50502,宁波大学(02),旅游管理(中外合作办学),511,15213
2022,浙江传媒学院,50601,浙江传媒(01),"电子科学与技术(演艺工程与舞台技术方向), 广播电视工程, 人工智能, 软件工程(传媒大数据方向), 网络工程, 数字媒体技术, 虚拟现实技术",512,14994
2022,浙江传媒学院,50602,浙江传媒(02),电影制作,505,16484
2022,浙江传媒学院,50603,浙江传媒(03),"汉语言文学(网络文学与创意写作方向), 汉语言文学, 英语, 新闻学, 广告学, 传播学, 编辑出版学, 网络与新媒体, 文化产业管理, 公共关系学, 会展经济与管理, 广播电视学",505,16484
2022,浙江传媒学院,50604,浙江传媒(04),"摄影, 数字媒体艺术, 戏剧影视文学, 广播电视编导",489,19963
2022,温州医科大学仁济学院,50701,温医仁济(01),"生物医学工程, 药学, 中药学, 医学检验技术, 医学影像技术, 眼视光学, 康复治疗学",446,28846
2022,温州医科大学仁济学院,50702,温医仁济(02),"临床医学, 麻醉学, 口腔医学, 法医学",431,31526
2022,湖州学院,50801,湖州学院(01),"汉语言文学, 广告学, 网络与新媒体, 供应链管理, 跨境电子商务, 旅游管理与服务教育",438,30345
2022,嘉兴南湖学院,50901,南湖学院(01),"机械设计制造及其自动化, 工业设计, 智能制造工程, 电气工程及其自动化, 电子信息工程, 自动化, 计算机科学与技术, 化学工程与工艺, 纺织工程, 轻化工程, 环境工程, 生物工程",437,30533
2022,嘉兴南湖学院,50902,南湖学院(02),大数据管理与应用,438,30345
2022,中国计量大学现代科技学院,51002,中计现代(02),"标准化工程, 质量管理工程",419,33538
2022,上海财经大学浙江学院,51201,上财浙院(01),"应用统计学(金融统计方向), 软件工程",400,36413
2022,上海财经大学浙江学院,51202,上财浙院(02),经济统计学,400,36413
2022,宁波诺丁汉大学,51301,诺丁汉(01),"数学与应用数学(中外合作办学)(“2+2 模式), 数学与应用数学(中外合作办学), 统计学(中外合作办学)(“2+2”模式), 电气类(中外合作办学)(“2+2”模式), 电气类(中外合作办学), 计算机科学与技术(中外合作办学), 计算机科学与技术(中外合作办学)(“2+2”模式), 环境科学(中外合作办学)(“2+2”模式)",530,11182
2022,宁波诺丁汉大学,51302,诺丁汉(02),国际事务与国际关系(中外合作办学),533,10493
2022,宁波诺丁汉大学,51303,诺丁汉(03),"经济学(中外合作办学), 英语(中外合作办学)(“2+2”模式), 传播学(中外合作办学), 财务管理(中外合作办学), 国际商务(中外合作办学)",537,9620
2022,温州肯恩大学,51401,温州肯恩(01),"经济学(中外合作办学), 金融学(中外合作办学)(国际金融方向), 传播学(中外合作办学), 心理学(中外合作办学), 会计学(中外合作办学)(国际会计方向), 国际商务(中外合作办学)",478,22368
2022,浙江大学医学院,51601,浙大医学(01),临床医学(5+3一体化),580,2335
2022,浙江中医药大学,51701,浙江中医(01),"中医学(5+3一体化), 中医学, 中西医临床医学",481,21726
2022,浙江中医药大学,51702,浙江中医(02),临床医学,472,23636
2022,浙江中医药大学,51703,浙江中医(03),"康复治疗学, 听力与言语康复学",521,13075
2022,浙江中医药大学,51704,浙江中医(04),"食品卫生与营养学, 药学, 中药学",514,14579
2022,浙江中医药大学,51705,浙江中医(05),计算机科学与技术,501,17355
2022,浙江中医药大学,51706,浙江中医(06),"生物科学, 医学实验技术",485,20849
2022,浙江中医药大学,51707,浙江中医(07),护理学,493,19101
2022,温州大学,51801,温州大学(01),金融工程,478,22368
2022,温州大学,51802,温州大学(02),思想政治教育(师范类),510,15437
2022,温州大学,51803,温州大学(03),"国际经济与贸易, 法学, 学前教育(师范类), 汉语言文学(师范类), 日语, 翻译, 广告学, 建筑学, 工商管理, 财务管理",516,14159
2022,中国美术学院,51901,中国美院(01),工业设计,551,6824
2022,中国美术学院,51902,中国美院(02),"风景园林, 艺术学理论类, 艺术设计学",533,10493
2022,合肥工业大学,53101,合肥工大(01),"数学与应用数学, 电气工程及其自动化, 电子信息工程, 微电子科学与工程",537,9620
2022,合肥工业大学,53102,合肥工大(02),"金融工程, 工商管理",520,13286
2022,合肥工业大学,53103,合肥工大(03),国际经济与贸易(中外合作办学),522,12862
2022,中国科学技术大学,53201,中国科大(01),"工科试验班, 理科试验班类",580,2335
2022,安徽大学,53301,安徽大学(01),"电气工程及其自动化, 电子信息工程, 数据科学与大数据技术",535,10083
2022,安徽大学,53302,安徽大学(02),"金融学, 法学类, 工商管理类",524,12419
2022,安徽大学,53303,安徽大学(03),"应用物理学(中外合作办学), 应用统计学(中外合作办学), 数字媒体技术(中外合作办学)",501,17355
2022,安徽工业大学,53401,安徽工大(01),"新能源汽车工程, 材料科学与工程, 冶金工程, 人工智能, 计算机科学与技术, 软件工程, 数据科学与大数据技术, 建筑环境与能源应用工程, 给排水科学与工程, 智能建造, 化学工程与工艺",438,30345
2022,安徽工业大学,53402,安徽工大(02),"经济学, 金融学, 国际经济与贸易, 法学, 英语, 会计学",425,32560
2022,安徽理工大学,53501,安徽理工(01),电子商务,438,30345
2022,安徽农业大学,53601,安徽农大(01),"生物科学类, 环境科学与工程类, 农学, 园艺, 植物保护, 茶学, 智慧农业, 生物育种科学, 动物科学, 林学, 食品卫生与营养学",448,28491
2022,安徽农业大学,53602,安徽农大(02),经济学,453,27530
2022,安徽医科大学,53701,安徽医大(01),临床医学,525,12224
2022,安徽师范大学,53801,安徽师大(01),"电子信息工程, 计算机科学与技术",477,22579
2022,安徽师范大学,53802,安徽师大(02),金融工程,473,23441
2022,淮北师范大学,53901,淮北师大(01),"化学(师范类), 生物科学(师范类), 应用心理学(师范类), 材料物理, 通信工程, 光电信息科学与工程, 网络工程, 信息安全, 数据科学与大数据技术, 生物工程",425,32560
2022,淮北师范大学,53902,淮北师大(02),"经济学, 特殊教育(师范类), 英语(师范类), 日语, 商务英语, 会计学, 人力资源管理",501,17355
2022,滁州学院,54001,滁州学院(01),"国际经济与贸易, 英语, 商务英语, 工商管理, 市场营销, 财务管理, 旅游管理",434,31045
2022,安徽财经大学,54101,安徽财大(01),"金融学, 经济与贸易类, 会计学, 供应链管理",474,23219
2022,淮南师范学院,54201,淮南师院(01),人工智能,434,31045
2022,淮南师范学院,54202,淮南师院(02),"数字经济, 金融工程, 大数据管理与应用",411,34813
2022,淮南师范学院,54203,淮南师院(03),"学前教育(师范类), 英语(师范类), 商务英语, 新闻学, 广告学, 应用心理学(师范类)",430,31709
2022,安徽建筑大学,54301,安徽建筑(01),"应用化学, 高分子材料与工程",435,30887
2022,安徽建筑大学,54302,安徽建筑(02),地理信息科学,442,29590
2022,安徽建筑大学,54303,安徽建筑(03),"金融工程, 建筑学, 风景园林, 房地产开发与管理, 工程造价",448,28491
2022,安徽建筑大学,54304,安徽建筑(04),"经济学, 法学, 会计学, 财务管理, 人力资源管理, 劳动与社会保障, 土地资源管理, 城市管理",437,30533
2022,安徽科技学院,54401,安徽科技(01),"动物科学, 中药学",435,30887
2022,安徽科技学院,54402,安徽科技(02),"物流管理, 质量管理工程",429,31886
2022,安徽科技学院,54403,安徽科技(03),"建筑学, 城乡规划",434,31045
2022,安徽医科大学临床医学院,54601,安医临床(01),临床医学,413,34512
2022,安徽中医药大学,54701,安徽中医(01),"中医学, 针灸推拿学",509,15665
2022,安徽工程大学,54801,安徽工程(01),材料成型及控制工程,437,30533
2022,厦门大学,56101,厦门大学(01),"理科试验班(海洋与生态环境类), 理科试验班(生命科学与药学类), 数学类, 统计学类, 电子信息类, 计算机类, 数据科学与大数据技术",569,3780
2022,厦门大学,56102,厦门大学(02),"人文科学试验班, 法学类, 外国语言文学类(外国语言文学类+会计学/财务管理), 外国语言文学类, 新闻传播学类",569,3780
2022,厦门大学,56103,厦门大学(03),"会计学, 经济学类",568,3942
2022,华侨大学,56201,华侨大学(01),"经济学类(中美121双学位班), 法学, 行政管理",472,23636
2022,福州大学,56301,福州大学(01),"机械设计制造及其自动化, 智能电网信息工程, 电子信息类, 人工智能, 软件工程",534,10296
2022,福州大学,56302,福州大学(02),"知识产权, 会计学, 公共事业管理",523,12620
2022,福建理工大学,56401,福建工程(01),"法学, 汉语言文学, 会计学",428,32061
2022,福建农林大学,56501,福建农林(01),"城乡规划, 公共管理类",440,29955
2022,集美大学,56601,集美大学(01),"机械设计制造及其自动化, 通信工程, 人工智能, 计算机科学与技术, 数据科学与大数据技术, 港口航道与海岸工程, 交通运输, 智慧交通, 船舶与海洋工程",427,32225
2022,集美大学,56602,集美大学(02),"数字经济, 工程管理, 应急管理, 电子商务",467,24652
2022,福建医科大学,56701,福建医大(01),"临床医学, 医学检验技术",528,11593
2022,泉州师范学院,56901,泉州师范(01),"计算机科学与技术, 物联网工程, 环境科学, 食品科学与工程",429,31886
2022,泉州师范学院,56902,泉州师范(02),英语,416,34009
2022,厦门理工学院,57001,厦门理工(01),"智能制造工程, 新能源材料与器件, 人工智能",441,29768
2022,厦门理工学院,57002,厦门理工(02),金融工程,424,32722
2022,厦门大学嘉庚学院,57101,厦大嘉庚(01),"电气工程及其自动化, 物联网工程, 环境科学与工程, 资源环境科学",400,36413
2022,厦门大学嘉庚学院,57102,厦大嘉庚(02),建筑学,404,35837
2022,厦门大学嘉庚学院,57103,厦大嘉庚(03),"财政学, 税收学, 金融学, 国际经济与贸易, 法学, 汉语言文学, 英语, 日语, 新闻学, 广播电视学, 广告学, 工商管理, 市场营销, 会计学, 财务管理, 国际商务, 文化产业管理, 行政管理, 物流管理, 电子商务",413,34512
2022,集美大学诚毅学院,57201,集美诚毅(01),"财政学, 金融学, 国际经济与贸易, 法学, 英语, 工商管理, 会计学, 供应链管理, 电子商务",403,35974
2022,福建农林大学金山学院,57301,闽农金山(01),"国际经济与贸易, 广告学, 工商管理, 人力资源管理, 旅游管理",407,35422
2022,福州外语外贸学院,57401,福州外贸(01),"人工智能, 数据科学与大数据技术",402,36115
2022,南昌大学,59101,南昌大学(01),"生物科学, 电气工程及其自动化",526,12030
2022,南昌大学,59102,南昌大学(02),金融学,530,11182
2022,南昌大学,59103,南昌大学(03),临床医学(中外合作办学),526,12030
2022,华东交通大学,59201,华东交大(01),"机械设计制造及其自动化, 电气工程及其自动化, 土木工程",467,24652
2022,华东交通大学,59202,华东交大(02),"金融学, 会计学",436,30730
2022,东华理工大学,59301,东华理工(01),"计算机科学与技术, 数据科学与大数据技术, 网络空间安全, 测绘工程, 遥感科学与技术",432,31375
2022,东华理工大学,59302,东华理工(02),"国际经济与贸易, 市场营销, 会计学, 财务管理",433,31228
2022,南昌航空大学,59401,南昌航大(01),"测控技术与仪器, 物联网工程, 飞行器设计与工程",434,31045
2022,南昌航空大学,59402,南昌航大(02),"经济学, 法学, 英语, 新闻学, 工商管理, 公共事业管理, 电子商务",426,32393
2022,江西理工大学,59501,江西理工(01),"人工智能, 土木工程, 智能建造",433,31228
2022,江西理工大学,59502,江西理工(02),软件工程(软件开发方向),418,33700
2022,江西理工大学,59503,江西理工(03),"数字经济, 工程造价, 应急管理",419,33538
2022,江西理工大学,59504,江西理工(04),汉语国际教育,422,33024
2022,江西理工大学,59505,江西理工(05),"国际经济与贸易, 日语, 城乡规划, 人力资源管理",435,30887
2022,景德镇陶瓷大学,59601,景德陶瓷(01),文物保护技术,423,32861
2022,景德镇陶瓷大学,59602,景德陶瓷(02),"考古学, 文物与博物馆学, 文化遗产",440,29955
2022,景德镇陶瓷大学,59603,景德陶瓷(03),"法学, 艺术教育, 英语, 日语, 工商管理类",439,30154
2022,江西农业大学,59701,江西农大(01),"应用化学, 生物技术, 材料化学, 食品质量与安全, 植物保护, 种子科学与工程, 动物药学, 动植物检疫, 水产养殖学, 电子商务",427,32225
2022,江西农业大学,59702,江西农大(02),园林,408,35261
2022,江西农业大学,59703,江西农大(03),"风景园林, 土地资源管理",430,31709
2022,江西中医药大学,59801,江西中医(01),"药学, 中药制药",489,19963
2022,江西中医药大学,59802,江西中医(02),"中医学, 针灸推拿学, 中医骨伤科学, 中西医临床医学",452,27719
2022,赣南医科大学,59901,赣南医学(01),"生物技术, 生物医学工程(医学电子方向), 假肢矫形工程, 临床医学, 麻醉学, 食品卫生与营养学, 法医学, 医学影像技术",440,29955
2022,赣南医科大学,59902,赣南医学(02),"法学, 应用心理学, 健康服务与管理",424,32722
2022,江西师范大学,60001,江西师大(01),"数学与应用数学(师范类), 物理学(师范类), 化学类〔含化学(师范)、应用化学专业〕, 生物科学(师范类)",492,19321
2022,江西师范大学,60002,江西师大(02),思想政治教育(师范类),506,16282
2022,江西师范大学,60003,江西师大(03),地理科学类〔含地理科学(师范)、地理信息科学专业〕,494,18893
2022,江西师范大学,60004,江西师大(04),"汉语言文学(师范类), 英语(师范类), 新闻传播学类, 心理学类〔含心理学(师范)、应用心理学专业]",514,14579
2022,上饶师范学院,60101,上饶师院(01),生物科学(师范类),437,30533
2022,上饶师范学院,60102,上饶师院(02),学前教育(师范类),443,29402
2022,宜春学院,60201,宜春学院(01),药学,413,34512
2022,宜春学院,60202,宜春学院(02),"生物科学(师范类), 生物制药, 临床医学(在美容医学院就读,辅修医学美容技术), 临床医学, 麻醉学, 预防医学",430,31709
2022,宜春学院,60203,宜春学院(03),"护理学(在医学部就读), 护理学(在美容医学院就读,辅修医学美容技术)",416,34009
2022,宜春学院,60204,宜春学院(04),"数字经济, 数学经济",428,32061
2022,宜春学院,60205,宜春学院(05),"知识产权, 汉语言文学(师范类), 英语(师范类), 英语, 翻译, 广告学, 财务管理",424,32722
2022,赣南师范大学,60301,赣南师大(01),教育技术学(师范类),438,30345
2022,赣南师范大学,60302,赣南师大(02),"汉语言文学(师范类), 汉语国际教育(师范类)",444,29210
2022,井冈山大学,60401,井冈山大(01),"数学与应用数学(师范类), 物理学(师范类), 生物科学",445,29030
2022,井冈山大学,60402,井冈山大(02),"小学教育(师范类), 汉语言文学(师范类), 英语, 广播电视编导",411,34813
2022,江西财经大学,60501,江西财大(01),"应用统计学, 数据科学, 计算机科学与技术, 软件工程, 软件工程(VR软件开发方向), 物联网工程, 网络空间安全, 虚拟现实技术",501,17355
2022,江西科技学院,60601,江西科技(01),"智能制造工程, 人工智能",400,36413
2022,江西科技师范大学,60701,江西科师(01),"数学与应用数学(师范类), 材料化学",426,32393
2022,南昌工程学院,60702,江西科师(02),水利水电工程(中外合作办学),446,28846
2022,南昌工程学院,60703,江西科师(03),会计学(中外合作办学),430,31709
2022,南昌航空大学理工学院,60801,南昌工程(01),"机械设计制造及其自动化, 电子信息工程, 人工智能, 软件工程, 土木工程, 飞行器制造工程",430,31709
2022,南昌航空大学理工学院,60802,南昌工程(02),财务管理,413,34512
2022,南昌航空大学理工学院,60803,南昌工程(03),"英语, 市场营销, 会计学, 财务管理, 人力资源管理, 行政管理",419,33538
2022,景德镇陶瓷大学科技艺术学院,61001,九江学院(01),无机非金属材料工程,417,33864
2022,南昌大学科学技术学院,61401,昌大科技(01),"金融学, 国际经济与贸易, 汉语言文学, 工商管理, 市场营销, 会计学, 财务管理",401,36252
2022,赣东学院,61601,赣东学院(01),"国际经济与贸易, 法学, 网络与新媒体, 会计学, 财务管理",411,34813
2022,南昌航空大学科技学院,61701,南航科技(01),"经济学, 新闻学, 工商管理, 会计学(大数据会计方向)",402,36115
2022,赣南科技学院,61801,赣南科院(01),数字经济,408,35261
2022,江西农业大学南昌商学院,62001,赣农商院(01),"数字经济, 金融工程",404,35837
2022,南昌医学院,62102,南昌医学(02),口腔医学,420,33357
2022,南昌医学院,62103,南昌医学(03),中西医临床医学,439,30154
2022,南昌医学院,62104,南昌医学(04),"药学, 中药学",439,30154
2022,南昌医学院,62105,南昌医学(05),"医学检验技术, 医学影像技术, 康复治疗学, 智能影像工程",411,34813
2022,南昌医学院,62106,南昌医学(06),针灸推拿学,457,26729
2022,南昌医学院,62107,南昌医学(07),"护理学, 助产学",451,27920
2022,南昌医学院,62108,南昌医学(08),"保险学(健康保险方向), 市场营销(医药营销方向), 养老服务管理",430,31709
2022,江西师范大学科学技术学院,62201,江师科技(01),人工智能,403,35974
2022,江西财经大学现代经济管理学院,62401,江财经管(01),"金融学, 国际经济与贸易, 商务英语, 新闻学(新媒体方向), 会计学, 物流管理(智慧供应链方向)",401,36252
2022,南昌师范学院,62501,南昌师院(01),电子商务,426,32393
2022,山东大学,64101,山东大学(01),"数学类, 物理学类, 电气工程及其自动化, 电子信息类(通信电子与光电方向), 人工智能, 计算机类(软件数媒与大数据方向), 网络空间安全, 口腔医学(5+3一体化)",560,5198
2022,山东大学,64102,山东大学(02),"经济学类, 中国语言文学类, 新闻传播学类, 考古学, 工商管理类",565,4410
2022,中国海洋大学,64201,中国海洋(01),"海洋科学, 生物科学类, 计算机类, 食品科学与工程类, 药学",547,7633
2022,中国海洋大学,64202,中国海洋(02),"国际经济与贸易, 新闻传播学类",549,7201
2022,中国海洋大学,64203,中国海洋(03),数学与应用数学(中外合作办学),548,7427
2022,中国石油大学(华东),64301,石油华东(01),"机械类(智能装备工程方向), 光电信息科学与工程, 智能科学与技术",532,10720
2022,中国石油大学(华东),64302,石油华东(02),管理科学与工程类,513,14797
2022,山东大学威海分校,64401,山大威海(01),"电子信息类, 自动化类",550,6996
2022,山东大学威海分校,64402,山大威海(02),"经济学类, 工商管理类",552,6653
2022,哈尔滨工业大学(威海),64501,哈工威海(01),"工科试验班(电气与自动化方向), 工科试验班(机器人与智能装备类), 工科试验班(计算机与电子通信方向)",562,4877
2022,山东科技大学,64601,山东科大(01),"电气工程及其自动化, 物联网工程, 船舶与海洋工程",462,25688
2022,山东科技大学,64602,山东科大(02),"金融学, 国际经济与贸易",447,28679
2022,青岛科技大学,64701,青岛科大(01),"高分子材料与工程(橡胶工程方向), 电子信息科学与技术",420,33357
2022,青岛科技大学,64702,青岛科大(02),"德语, 广告学",451,27920
2022,济南大学,64801,济南大学(01),"自动化, 人工智能",457,26729
2022,青岛理工大学,64901,青岛理工(01),"工程力学, 计算机科学与技术, 网络空间安全, 给排水科学与工程, 环境设备工程",476,22804
2022,青岛理工大学,64902,青岛理工(02),建筑学,427,32225
